date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:08:40	3998/3998	---M--	200	added ('OK')	image/png	etag:%22v239%22	https://1.bp.blogspot.com/-A_WKzho7RlE/W8aEtWTnoUI/AAAAAAAAAjg/YN3lhhpj5qU3Z5Ylff8AxJO1zi6OcgswgCK4BGAYYCw/s1600/toast-icons.png	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-A_WKzho7RlE/W8aEtWTnoUI/AAAAAAAAAjg/YN3lhhpj5qU3Z5Ylff8AxJO1zi6OcgswgCK4BGAYYCw/s1600/toast-icons.png	(from https://www.squeeze-template.com/public/assets/css/common.css)
08:08:40	22746/22746	---M--	200	added ('OK')	image/png	etag:%22v441%22	https://1.bp.blogspot.com/-g3uOzVFr-oU/XhEhYF4F1VI/AAAAAAAABEA/pktkciTdqh0Pb5YnidKsUtyDLm8Z3W2mwCK4BGAYYCw/s1600/links+icons.png	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-g3uOzVFr-oU/XhEhYF4F1VI/AAAAAAAABEA/pktkciTdqh0Pb5YnidKsUtyDLm8Z3W2mwCK4BGAYYCw/s1600/links%20icons.png	(from https://www.squeeze-template.com/public/assets/css/common.css)
08:08:40	12269/12269	---M--	200	added ('OK')	image/png	etag:%22v40a%22	https://2.bp.blogspot.com/-N9McEoOofdk/XgZMtbYI1gI/AAAAAAAABAk/oWcIPDsj8K8hoQ09XjtsDxRQbXMEf8ZlgCK4BGAYYCw/s1600/header+icons.png	C:/My%20Web%20Sites/squeeze/2.bp.blogspot.com/-N9McEoOofdk/XgZMtbYI1gI/AAAAAAAABAk/oWcIPDsj8K8hoQ09XjtsDxRQbXMEf8ZlgCK4BGAYYCw/s1600/header%20icons.png	(from https://www.squeeze-template.com/public/assets/css/common.css)
08:08:42	5723/5723	---M--	200	added ('OK')	image/png	etag:%22v41c%22	https://2.bp.blogspot.com/-vA2G8gGsxzo/Xgtp8QxDqwI/AAAAAAAABBs/0gBhWjv0EKoxlFaQqssuDtM4jJTcXNNwQCK4BGAYYCw/s1600/social-icons.png	C:/My%20Web%20Sites/squeeze/2.bp.blogspot.com/-vA2G8gGsxzo/Xgtp8QxDqwI/AAAAAAAABBs/0gBhWjv0EKoxlFaQqssuDtM4jJTcXNNwQCK4BGAYYCw/s1600/social-icons.png	(from https://www.squeeze-template.com/public/assets/css/common.css)
08:08:42	12448/12448	---M--	200	added ('OK')	image/png	etag:%22v1a7%22	http://1.bp.blogspot.com/-KELONC6a8xc/W29SxSE2uXI/AAAAAAAAAaY/iGgg761W1bETz4mUubC-kyPDX49igUAeQCK4BGAYYCw/s1600/messenger.png	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-KELONC6a8xc/W29SxSE2uXI/AAAAAAAAAaY/iGgg761W1bETz4mUubC-kyPDX49igUAeQCK4BGAYYCw/s1600/messenger.png	(from https://www.squeeze-template.com/public/assets/css/common.css)
08:08:42	86744/86744	---M--	200	added ('OK')	image/jpeg	etag:%22vdb%22	https://3.bp.blogspot.com/-WtJI3xD8kEY/Wq5ho_O-qaI/AAAAAAAAANo/2Il7gCHOVzUl3GzbM-dz0iB9osQLQP82QCLcBGAs/s1600/intro.jpg	C:/My%20Web%20Sites/squeeze/3.bp.blogspot.com/-WtJI3xD8kEY/Wq5ho_O-qaI/AAAAAAAAANo/2Il7gCHOVzUl3GzbM-dz0iB9osQLQP82QCLcBGAs/s1600/intro.jpg	(from https://www.squeeze-template.com/public/assets/css/home.css)
08:08:43	82638/82638	---M--	200	added ('OK')	image/png	etag:%22v57%22	https://3.bp.blogspot.com/-5yqfQr_sy9k/WmTOVw3xj9I/AAAAAAAAADw/XwVm5cqIdVstZE94db9LxDLJkVJln10XgCLcBGAs/s1600/Icons.png	C:/My%20Web%20Sites/squeeze/3.bp.blogspot.com/-5yqfQr_sy9k/WmTOVw3xj9I/AAAAAAAAADw/XwVm5cqIdVstZE94db9LxDLJkVJln10XgCLcBGAs/s1600/Icons.png	(from https://www.squeeze-template.com/public/assets/css/home.css)
08:08:44	8082/8082	---M--	200	added ('OK')	image/png	etag:%22v419%22	https://3.bp.blogspot.com/-utcbZKnbVZc/XgtkP15WioI/AAAAAAAABBg/fdJUQAvGmE4-PuMcjE89Q1k-EVi-veyMwCK4BGAYYCw/s1600/landing.png	C:/My%20Web%20Sites/squeeze/3.bp.blogspot.com/-utcbZKnbVZc/XgtkP15WioI/AAAAAAAABBg/fdJUQAvGmE4-PuMcjE89Q1k-EVi-veyMwCK4BGAYYCw/s1600/landing.png	(from https://www.squeeze-template.com/public/assets/css/home.css)
08:08:45	3059/3059	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Dec%202022%2014:34:19%20GMT	https://i.ibb.co/s9gkvJJ/qawalleb.png	C:/My%20Web%20Sites/squeeze/i.ibb.co/s9gkvJJ/qawalleb.png	(from https://www.squeeze-template.com/public/assets/css/home.css)
08:08:45	10411/10411	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2018:47:10%20GMT	https://i.ibb.co/3B2Hd7V/image.png	C:/My%20Web%20Sites/squeeze/i.ibb.co/3B2Hd7V/image.png	(from https://www.squeeze-template.com/public/assets/css/home.css)
08:08:46	5581/5581	---M--	200	added ('OK')	image/png	etag:%22v23c%22	https://1.bp.blogspot.com/-p26o0E6gJU8/W8n8blh3HUI/AAAAAAAAAjs/hfdz2wEntIQ-6J10HWLeARk7P59ojhz0wCK4BGAYYCw/s1600/paypal-but.png	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-p26o0E6gJU8/W8n8blh3HUI/AAAAAAAAAjs/hfdz2wEntIQ-6J10HWLeARk7P59ojhz0wCK4BGAYYCw/s1600/paypal-but.png	(from https://www.squeeze-template.com/public/assets/css/home.css)
08:08:46	11813/11813	---M-Z	200	added ('OK')	text/css	etag:W/%2267603e5d-2e25%22	https://www.squeeze-template.com/public/assets/css/documentation.css	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/css/documentation.css	(from https://www.squeeze-template.com/documentation)
08:08:47	7832/7832	---M--	200	added ('OK')	image/png	etag:%22v581%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhqy1sRtT8rnqdo2x-aDamM-dhLiKJIZY6xY7VBbBLx6zNrXkPE5aHbE4qlRLorGLyl4Ps7a7NNNw6JC4GYV-EEDaFcfOJ5jTHUm0hUa47L-XYr_an5qihV3cSTVG95UdcqpBNKu7EuBZM/s1600-e360/install1.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhqy1sRtT8rnqdo2x-aDamM-dhLiKJIZY6xY7VBbBL/s1600-e360/install1.png	(from https://www.squeeze-template.com/documentation)
08:08:48	34751/34751	---M--	200	added ('OK')	image/png	etag:%22v14e%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgoCq_e1BJk64_pto-NYHEdIcOECXdJnqARiJS_jKMF1PFsE27Zyf-cEsIPCUjsPb-YqPZtJZfTQfWqNODCCOxNW9uo6oyJxz3Fr6FeCn0LjjJMY4xFz97pK4g7VTFT-apCAP9hwKAjnoA/s1600-e360/install2.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgoCq_e1BJk64_pto-NYHEdIcOECXdJnqARiJS_jKM/s1600-e360/install2.png	(from https://www.squeeze-template.com/documentation)
08:08:49	7071/7071	---M--	200	added ('OK')	image/png	etag:%22v58f%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjFWQijVK0JlHZra-Zd7sVCkEMUplLMYyyzvl3N9BSx3uv7_VTdEZ5uqmpdE-b5uHgw_7iy8j-R6RBcP8Gqb-cDn_hGY8uesrRxFOrXr_RsT0TjrazALAfN5opwufyo5QYSrW5w8i1LDhs/s1600-e360/install3.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjFWQijVK0JlHZra-Zd7sVCkEMUplLMYyyzvl3N9BS/s1600-e360/install3.png	(from https://www.squeeze-template.com/documentation)
08:08:51	10046/10046	---M--	200	added ('OK')	image/png	etag:%22v59a%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjgMT48gwre7O_1gPfOSBBkS9Xv_cCNenuKmFmeWNcjmkkxz_STFap9tYeDaJsyJp26bY2bTNBUKA2i0OMWr1sJBVdi3yERPnez_pFNm7sDCzjrA3c4v5-yYUme1P_HG9G_RzF3HiaIOBU/s1600-e360/install4.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjgMT48gwre7O_1gPfOSBBkS9Xv_cCNenuKmFmeWNc/s1600-e360/install4.png	(from https://www.squeeze-template.com/documentation)
08:08:52	19278/19278	---M--	200	added ('OK')	image/png	etag:%22v59%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiHsGV2wZChbFmbX9uDseXCO2tC8u7HpFoxwZOfXyhKdTY8Lrgui9QcBjS36w2CYN6Op21LsowffAX913oFbpx43aH6XalJAa2cogUxAzXa-E2tLPIBbMFNDRTdQr_mADkS51cytX4eAr0/s1600-e360/activation.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiHsGV2wZChbFmbX9uDseXCO2tC8u7HpFoxwZOfXyh/s1600-e360/activation.png	(from https://www.squeeze-template.com/documentation)
08:08:53	12304/12304	---M--	200	added ('OK')	image/png	etag:%22v5a%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEibJfMchpBH7LsHp2xjARmrhcf9YGX-6K1kbJv0fNE4-wHDr4v3AOhBMNzLJZOnVaYfbiGZAnflSZB0XNxKFt7iP-FYEGl3_G7XuHr647ZmuebDE-GvDPGyAHG_OIfCJeFMyMgDGz7I_7g/s1600-e360/metatag.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEibJfMchpBH7LsHp2xjARmrhcf9YGX-6K1kbJv0fNE/s1600-e360/metatag.png	(from https://www.squeeze-template.com/documentation)
08:08:54	16729/16729	---M--	200	added ('OK')	image/png	etag:%22v19e%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhs1KUWEa1w2vE42j813nY1UmuHJRSPEZXAyIMhLglv6aX6_jnQR0PW5-C-2n3JLSe5-Wrdmf2fT4lWlb3GNStIf8s64G6hhQ674ZAhUV4JOnVgBWP603xIN-8yv-Uh9a25PJ41LKBAaoo/s1600-e360/Settings.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhs1KUWEa1w2vE42j813nY1UmuHJRSPEZXAyIMhLgl/s1600-e360/Settings.png	(from https://www.squeeze-template.com/documentation)
08:08:54	17907/17907	---M--	200	added ('OK')	image/png	etag:%22v5ae%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhTfNje4-ogGINXmP-ilxl-bkyLjJOGVvyzKEUvcYiSBtvSfXJ0-H78ZFeW_cx0gcYv9AkHpyuNfDsH2LXrON1_TYNlFufo9HZUSc6AnDt0-178nSqUz5-clCdrE_7gTTMyl6Bnui2gagU/s1600-e360/customize.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhTfNje4-ogGINXmP-ilxl-bkyLjJOGVvyzKEUvcYi/s1600-e360/customize.png	(from https://www.squeeze-template.com/documentation)
08:08:55	23161/23161	---M--	200	added ('OK')	image/png	etag:%22v59%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhKcqq0_ePKinN4y3CfJBjH3Iw7RJh0UsxLJwdsw7QMbn_cRlEzcBfT6b2UosQq_eaToYWXf4B-9vPuK63RzuRto2eiySHb29PI6AchXtw4Ki59Tcf5guMyz7qhLjBiT4j3ZvsoZtAb0PM/s1600-e360/social1.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhKcqq0_ePKinN4y3CfJBjH3Iw7RJh0UsxLJwdsw7Q/s1600-e360/social1.png	(from https://www.squeeze-template.com/documentation)
08:08:56	8708/8708	---M--	200	added ('OK')	image/png	etag:%22v42e%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgPAZooNs2Tlw7Q33wpmU7MLRkTL8VN6f2NbDoEn6f23z8X_kEWTzc0GfpZNv-Iv0zoaOJgHE_g49jchvw-SCovs81KvB_eFMNWIjmiWIKTfzo3y0llqUSLh2CnVlddVyxr9sC0M8FX0vA/s1600-e360/menu.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgPAZooNs2Tlw7Q33wpmU7MLRkTL8VN6f2NbDoEn6f/s1600-e360/menu.png	(from https://www.squeeze-template.com/documentation)
08:08:57	39477/39477	---M--	200	added ('OK')	image/png	etag:%22v5a%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhZa8KLoa0oKASmslOqVjuDD2rrGEDXJ1gFR-wdjTRVAnNO9M3x-Wv7agKED2f_hVM6IstLsyv_yVOEvsNSAd0e7yEpaZARvGT1hIu3q_C6BHtALQ28uP2wq5D6bVB9NfE5YlgX5yxsTrs/s1600-e360/intro.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhZa8KLoa0oKASmslOqVjuDD2rrGEDXJ1gFR-wdjTR/s1600-e360/intro.png	(from https://www.squeeze-template.com/documentation)
08:08:57	8013/8013	---M--	200	added ('OK')	image/png	etag:%22v5b%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgsHdKvrKcXnjT6ZYBXZAQ2lnNgVbJinj4Ukdcbwsyw-HVBYFHUgZPABSb84s7UkEQN61oOAlRUoFZnykxuBTc4-gRLC6tctpf1p5dDQcYFsdEqcX7sgDcsQnIydsAv3BIfAgK0oYeK7A8/s1600-e360/categories1.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgsHdKvrKcXnjT6ZYBXZAQ2lnNgVbJinj4Ukdcbwsy/s1600-e360/categories1.png	(from https://www.squeeze-template.com/documentation)
08:08:58	12109/12109	---M--	200	added ('OK')	image/png	etag:%22v59%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3FaSxIzgEpPJjSxFccTS080PUYsdtcFq5ixZ_ktoZqZJPt61C8sxmDJ5qtroosgbOIhyphenhyphenSKwl40ENryB5NZsuURFLDCCwces1IJEaJb-Le8F_dqpxdIdr9J797xfVLvT-_5WUK2bagTzU/s1600-e360/categories2.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3FaSxIzgEpPJjSxFccTS080PUYsdtcFq5ixZ_kto/s1600-e360/categories2.png	(from https://www.squeeze-template.com/documentation)
08:08:59	10566/10566	---M--	200	added ('OK')	image/png	etag:%22v5a%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj91sU31vWGw_flqfQwoi_hT9VJbnry_8Lzy_09j04m34P8Ys4YuP8CSDl-csYX5tyfnSDP3VDPPVgRKpzh-YPNT761Oz7PvcpvbEblTCrZR2a3qI_ermsn3g-4mVHVAF8g8BeMyHdgYaA/s1600-e360/side%2526footer.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj91sU31vWGw_flqfQwoi_hT9VJbnry_8Lzy_09j04/s1600-e360/side&footer.png	(from https://www.squeeze-template.com/documentation)
08:09:00	9815/9815	---M--	200	added ('OK')	image/png	etag:%22v435%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiGKSJiK-jUAqHhJHXFwIGl_aIlIpyBSEr1kBMyFqQOw0ms9cZF94XqTE2HP7Q6jYq3MJDiw0nIbgkKn9IOFkGhWGF0RmhgQ8OZ584xADMJTgB7YLRY-tBdSBXkL55JyzLwG0kgyDnEJeY/s1600-e360/SOC.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiGKSJiK-jUAqHhJHXFwIGl_aIlIpyBSEr1kBMyFqQOw0ms9cZF94XqTE2HP7Q6jYq3MJDiw0nIbgkKn9IOFkGhWGF0RmhgQ8OZ584xADMJTgB7YLRY-tBdSBXkL55JyzLwG0kgyDnEJeY/s1600-e360/SOC.png	(from https://www.squeeze-template.com/documentation)
08:09:01	9438/9438	---M--	200	added ('OK')	image/png	etag:%22v437%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg8iatafYh1WQLjDwP-GKNvvLL8UhELx_Tx87VqUbH8GgrkVrKQmXw8k1Ti-OirVa5CQF_lMJkjPCUQbBIOif1Ap5EA5erAG53kJjLLHcENbYEuw0vRfKQj7p4sNmp6yE-RPM70XxksxZE/s1600-e360/GAL.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg8iatafYh1WQLjDwP-GKNvvLL8UhELx_Tx87VqUbH8GgrkVrKQmXw8k1Ti-OirVa5CQF_lMJkjPCUQbBIOif1Ap5EA5erAG53kJjLLHcENbYEuw0vRfKQj7p4sNmp6yE-RPM70XxksxZE/s1600-e360/GAL.png	(from https://www.squeeze-template.com/documentation)
08:09:02	9572/9572	---M--	200	added ('OK')	image/png	etag:%22v436%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjccaXkDAE8kITk6Jz8TmY4xMpPDiSNpt3QzyV7HlnAeKVLPtETn2m-i5-RvCpILYloZdFeNEYh9eEVb901ayfz6tye3EXEwrhCIKhnP3c6D_LSjaTRZmv5QgHisUbxbOCkDrHsoj8vmgI/s1600-e360/ACC.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjccaXkDAE8kITk6Jz8TmY4xMpPDiSNpt3QzyV7HlnAeKVLPtETn2m-i5-RvCpILYloZdFeNEYh9eEVb901ayfz6tye3EXEwrhCIKhnP3c6D_LSjaTRZmv5QgHisUbxbOCkDrHsoj8vmgI/s1600-e360/ACC.png	(from https://www.squeeze-template.com/documentation)
08:09:02	23611/23611	---M--	200	added ('OK')	image/png	etag:%22v59%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjHL7GiDy6WMKZLjxUBcoFdSVJ8psyTEL7Z2YzD1-ZKrlY3Bf9yM5uZEUvp86Mqs46vGNCq9ZaySHbc2x1b0MvvJpRfRe97TCo1oPJWFETpBI6IyHXbGFLHztJsHHnz8vddXzeqbPv6SG4/s1600-e360/authors.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjHL7GiDy6WMKZLjxUBcoFdSVJ8psyTEL7Z2YzD1-Z/s1600-e360/authors.png	(from https://www.squeeze-template.com/documentation)
08:09:03	8119/8119	---M--	200	added ('OK')	image/png	etag:%22v59%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhHpxNCN5LDsAKjIO2aK9wxb0OEZneWNbxiyWjQyQR6H1Unuw7xiYvt840ucEewp6rAF-OFZyeN4pXAyj4W_dyO0r9U1cI7HGl2VG4IcWGX4jndZemTEizcrgvXEMpafgXXThAHaZuZd6s/s1600-e360/authors2.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhHpxNCN5LDsAKjIO2aK9wxb0OEZneWNbxiyWjQyQR/s1600-e360/authors2.png	(from https://www.squeeze-template.com/documentation)
08:09:04	19831/19831	---M--	200	added ('OK')	image/png	etag:%22v58%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg-oGTw99Ps1fYB07ShkD7RgS3nuCQRfo8TJOisb8TG0clMZqW1T7P4ZSH017q78WKdEqEPHGpkH0D0xpoUmOUkO7Xvhfn-F1nw2lOtUkbS_Sbkj-rw9ZhCo_4z1P88Btkxorwl4SEb2hs/s1600-e360/authors2%25282%2529.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg-oGTw99Ps1fYB07ShkD7RgS3nuCQRfo8TJOisb8T/s1600-e360/authors2(2).png	(from https://www.squeeze-template.com/documentation)
08:09:05	9911/9911	---M--	200	added ('OK')	image/png	etag:%22v5af%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgrT_00I3IaVnI5z8r1cYNbURV01pSx18LJ11yDbCcDfY5STNdQQ1rpE_9iousHyef3SsRb-naHwympGKAdw4mLfu-bBZb_hY9CEt3VYiVdhJU_Bn-zZd8MdpUiR8aVPIvpJMpCAccMwMY/s1600-e360/shortcodes.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgrT_00I3IaVnI5z8r1cYNbURV01pSx18LJ11yDbCc/s1600-e360/shortcodes.png	(from https://www.squeeze-template.com/documentation)
